uni3E74	U+3E74
uni779F	U+779F
uni77A0	U+77A0
uni77A5	U+77A5
uni77A7	U+77A7
uni77AA	U+77AA
uni77AC	U+77AC
uni77AD	U+77AD
uni77B0	U+77B0
uni77B3	U+77B3
uni77BB	U+77BB
uni77BC	U+77BC
uni77BD	U+77BD
uni77BF	U+77BF
uni77C7	U+77C7
uni77D3	U+77D3
uni77D7	U+77D7
uni77DA	U+77DA
uni77DB	U+77DB
uni77DC	U+77DC
uni77E2	U+77E2
uni77E3	U+77E3
uni77E5	U+77E5
uni77E7	U+77E7
uni77E9	U+77E9
uni77EC	U+77EC
uni77ED	U+77ED
uni77EE	U+77EE
uni77EF	U+77EF
uni77F3	U+77F3
uni77F8	U+77F8
uni77FD	U+77FD
uni7802	U+7802
uni780C	U+780C
uni780D	U+780D
uni7812	U+7812
uni7814	U+7814
uni781D	U+781D
uni7820	U+7820
uni7825	U+7825
uni7826	U+7826
uni7827	U+7827
uni782D	U+782D
uni7830	U+7830
uni7832	U+7832
uni7834	U+7834
uni7835	U+7835
uni7837	U+7837
uni7838	U+7838
uni7843	U+7843
uni7845	U+7845
uni784D	U+784D
uni784E	U+784E
uni7850	U+7850
uni7852	U+7852
uni785D	U+785D
uni786B	U+786B
uni786C	U+786C
uni786E	U+786E
uni786F	U+786F
uni787C	U+787C
uni787F	U+787F
uni7881	U+7881
uni7887	U+7887
uni7889	U+7889
uni788C	U+788C
uni788E	U+788E
uni7891	U+7891
uni7893	U+7893
uni7897	U+7897
uni7898	U+7898
uni789F	U+789F
uni78A3	U+78A3
uni78A7	U+78A7
uni78A9	U+78A9
uni78B0	U+78B0
uni78B3	U+78B3
uni78B4	U+78B4
uni78BA	U+78BA
uni78BC	U+78BC
uni78BE	U+78BE
uni78C1	U+78C1
uni78C5	U+78C5
uni78CA	U+78CA
uni78CB	U+78CB
uni78D0	U+78D0
uni78D4	U+78D4
uni78D5	U+78D5
uni78DA	U+78DA
uni78E1	U+78E1
uni78E7	U+78E7
uni78E8	U+78E8
uni78EC	U+78EC
uni78EF	U+78EF
uni78F4	U+78F4
uni78F7	U+78F7
uni78FA	U+78FA
uni7901	U+7901
uni790E	U+790E
uni7911	U+7911
uni7919	U+7919
uni7921	U+7921
uni7926	U+7926
uni792A	U+792A
uni792B	U+792B
uni792C	U+792C
uni7934	U+7934
uni793A	U+793A
uni793D	U+793D
uni793E	U+793E
uni7940	U+7940
uni7941	U+7941
uni7942	U+7942
uni7946	U+7946
uni7947	U+7947
uni7948	U+7948
uni7949	U+7949
uni7950	U+7950
uni7953	U+7953
uni7955	U+7955
uni7956	U+7956
uni7957	U+7957
uni795A	U+795A
uni795B	U+795B
uni795D	U+795D
uni795E	U+795E
uni795F	U+795F
uni7960	U+7960
uni7962	U+7962
uni7965	U+7965
uni7968	U+7968
uni796D	U+796D
uni797A	U+797A
uni797F	U+797F
uni7981	U+7981
uni798D	U+798D
uni798E	U+798E
uni798F	U+798F
uni7995	U+7995
uni799A	U+799A
uni799B	U+799B
uni79A6	U+79A6
uni79A7	U+79A7
uni79AA	U+79AA
uni79AE	U+79AE
uni79B0	U+79B0
uni79B1	U+79B1
uni79B3	U+79B3
uni79B9	U+79B9
uni79BA	U+79BA
uni79BD	U+79BD
uni79BE	U+79BE
uni79BF	U+79BF
uni79C0	U+79C0
uni79C1	U+79C1
uni79C8	U+79C8
uni79C9	U+79C9
uni79CB	U+79CB
uni79D1	U+79D1
uni79D2	U+79D2
uni79D8	U+79D8
uni79DF	U+79DF
uni79E3	U+79E3
uni79E4	U+79E4
uni79E6	U+79E6
uni79E7	U+79E7
uni79E9	U+79E9
uni79ED	U+79ED
uni79FB	U+79FB
uni7A00	U+7A00
uni7A05	U+7A05
uni7A08	U+7A08
uni7A0B	U+7A0B
uni7A0D	U+7A0D
uni7A14	U+7A14
uni7A17	U+7A17
uni7A1A	U+7A1A
uni7A1C	U+7A1C
uni7A1E	U+7A1E
uni7A1F	U+7A1F
uni7A20	U+7A20
uni7A2E	U+7A2E
uni7A31	U+7A31
uni7A37	U+7A37
uni7A39	U+7A39
uni7A3B	U+7A3B
uni7A3C	U+7A3C
uni7A3D	U+7A3D
uni7A3F	U+7A3F
uni7A40	U+7A40
uni7A46	U+7A46
uni7A4C	U+7A4C
uni7A4D	U+7A4D
uni7A4E	U+7A4E
uni7A57	U+7A57
uni7A60	U+7A60
uni7A61	U+7A61
uni7A62	U+7A62
uni7A69	U+7A69
uni7A6B	U+7A6B
uni7A74	U+7A74
uni7A76	U+7A76
uni7A79	U+7A79
uni7A7A	U+7A7A
uni7A7F	U+7A7F
uni7A81	U+7A81
uni7A84	U+7A84
uni7A88	U+7A88
uni7A92	U+7A92
uni7A95	U+7A95
uni7A96	U+7A96
uni7A97	U+7A97
uni7A98	U+7A98
uni7A9F	U+7A9F
uni7AA0	U+7AA0
uni7AA3	U+7AA3
uni7AA9	U+7AA9
uni7AAA	U+7AAA
uni7AAE	U+7AAE
uni7AAF	U+7AAF
uni7AB3	U+7AB3
uni7AB8	U+7AB8
uni7ABA	U+7ABA
uni7ABF	U+7ABF
uni7AC4	U+7AC4
uni7AC5	U+7AC5
uni7AC7	U+7AC7
uni7AC8	U+7AC8
uni7ACA	U+7ACA
uni7ACB	U+7ACB
uni7AD1	U+7AD1
uni7AD9	U+7AD9
uni7ADF	U+7ADF
uni7AE0	U+7AE0
uni7AE3	U+7AE3
uni7AE5	U+7AE5
uni7AE6	U+7AE6
uni7AED	U+7AED
uni7AEF	U+7AEF
uni7AF6	U+7AF6
uni7AF9	U+7AF9
uni7AFA	U+7AFA
uni7AFD	U+7AFD
uni7AFF	U+7AFF
uni7B06	U+7B06
uni7B08	U+7B08
uni7B0F	U+7B0F
uni7B11	U+7B11
uni7B19	U+7B19
uni7B1B	U+7B1B
uni7B1E	U+7B1E
uni7B20	U+7B20
uni7B26	U+7B26
uni7B28	U+7B28
uni7B2A	U+7B2A
uni7B2B	U+7B2B
uni7B2C	U+7B2C
uni7B46	U+7B46
uni7B49	U+7B49
uni7B4A	U+7B4A
uni7B4B	U+7B4B
uni7B4C	U+7B4C
uni7B4D	U+7B4D
uni7B4F	U+7B4F
uni7B50	U+7B50
uni7B51	U+7B51
uni7B52	U+7B52
uni7B54	U+7B54
uni7B56	U+7B56
uni7B60	U+7B60
uni7B67	U+7B67
uni7B6E	U+7B6E
uni7B71	U+7B71
uni7B74	U+7B74
uni7B75	U+7B75
uni7B77	U+7B77
uni7B87	U+7B87
uni7B8B	U+7B8B
uni7B8D	U+7B8D
uni7B8F	U+7B8F
uni7B94	U+7B94
uni7B95	U+7B95
uni7B97	U+7B97
uni7B9D	U+7B9D
uni7BA0	U+7BA0
uni7BA1	U+7BA1
uni7BAC	U+7BAC
uni7BAD	U+7BAD
uni7BB1	U+7BB1
uni7BB4	U+7BB4
uni7BB8	U+7BB8
uni7BC0	U+7BC0
uni7BC1	U+7BC1
uni7BC4	U+7BC4
uni7BC6	U+7BC6
uni7BC7	U+7BC7
uni7BC9	U+7BC9
uni7BCB	U+7BCB
uni7BCC	U+7BCC
uni7BD9	U+7BD9
uni7BDB	U+7BDB
uni7BDD	U+7BDD
uni7BE0	U+7BE0
uni7BE1	U+7BE1
uni7BE4	U+7BE4
uni7BE6	U+7BE6
uni7BE9	U+7BE9
uni7BF3	U+7BF3
uni7BF7	U+7BF7
uni7BFE	U+7BFE
uni7C07	U+7C07
uni7C0B	U+7C0B
uni7C0C	U+7C0C
uni7C0D	U+7C0D
uni7C11	U+7C11
uni7C1E	U+7C1E
uni7C21	U+7C21
uni7C23	U+7C23
uni7C27	U+7C27
uni7C2A	U+7C2A
uni7C2B	U+7C2B
uni7C37	U+7C37
uni7C38	U+7C38
uni7C3D	U+7C3D
uni7C3E	U+7C3E
uni7C3F	U+7C3F
uni7C40	U+7C40
uni7C43	U+7C43
uni7C4C	U+7C4C
uni7C4D	U+7C4D
uni7C50	U+7C50
uni7C5F	U+7C5F
uni7C60	U+7C60
uni7C63	U+7C63
uni7C64	U+7C64
uni7C65	U+7C65
uni7C6C	U+7C6C
uni7C6E	U+7C6E
uni7C72	U+7C72
uni7C73	U+7C73
uni7C7D	U+7C7D
uni7C84	U+7C84
uni7C89	U+7C89
uni7C91	U+7C91
uni7C92	U+7C92
uni7C95	U+7C95
uni7C97	U+7C97
uni7C98	U+7C98
uni7C9F	U+7C9F
uni7CA5	U+7CA5
uni7CA7	U+7CA7
uni7CA8	U+7CA8
uni7CA9	U+7CA9
uni7CB1	U+7CB1
uni7CB2	U+7CB2
uni7CB3	U+7CB3
uni7CB5	U+7CB5
uni7CB9	U+7CB9
uni7CBC	U+7CBC
uni7CBD	U+7CBD
uni7CBE	U+7CBE
uni7CBF	U+7CBF
uni7CC5	U+7CC5
uni7CCA	U+7CCA
uni7CCC	U+7CCC
uni7CD5	U+7CD5
uni7CD6	U+7CD6
uni7CD7	U+7CD7
uni7CD9	U+7CD9
uni7CDC	U+7CDC
uni7CDE	U+7CDE
uni7CDF	U+7CDF
uni7CE0	U+7CE0
uni7CE2	U+7CE2
uni7CE7	U+7CE7
uni7CEC	U+7CEC
uni7CEF	U+7CEF
uni7CF0	U+7CF0
uni7CF4	U+7CF4
uni7CF6	U+7CF6
uni7CF8	U+7CF8
uni7CFB	U+7CFB
uni7CFE	U+7CFE
uni7D00	U+7D00
uni7D02	U+7D02
uni7D04	U+7D04
uni7D05	U+7D05
uni7D06	U+7D06
uni7D07	U+7D07
uni7D08	U+7D08
uni7D09	U+7D09
uni7D0A	U+7D0A
uni7D0B	U+7D0B
uni7D0D	U+7D0D
uni7D10	U+7D10
uni7D13	U+7D13
uni7D14	U+7D14
uni7D15	U+7D15
uni7D17	U+7D17
uni7D18	U+7D18
uni7D19	U+7D19
uni7D1A	U+7D1A
uni7D1B	U+7D1B
uni7D1C	U+7D1C
uni7D20	U+7D20
uni7D21	U+7D21
uni7D22	U+7D22
uni7D2B	U+7D2B
uni7D2C	U+7D2C
uni7D2E	U+7D2E
uni7D2F	U+7D2F
uni7D30	U+7D30
uni7D32	U+7D32
uni7D33	U+7D33
uni7D39	U+7D39
uni7D3A	U+7D3A
uni7D3C	U+7D3C
uni7D40	U+7D40
uni7D42	U+7D42
uni7D43	U+7D43
uni7D44	U+7D44
uni7D46	U+7D46
uni7D50	U+7D50
uni7D55	U+7D55
uni7D5B	U+7D5B
uni7D5C	U+7D5C
uni7D5D	U+7D5D
uni7D5E	U+7D5E
uni7D61	U+7D61
uni7D62	U+7D62
uni7D63	U+7D63
uni7D66	U+7D66
uni7D68	U+7D68
uni7D6E	U+7D6E
uni7D71	U+7D71
uni7D72	U+7D72
uni7D73	U+7D73
uni7D79	U+7D79
uni7D81	U+7D81
uni7D89	U+7D89
uni7D8F	U+7D8F
uni7D91	U+7D91
uni7D93	U+7D93
uni7D9C	U+7D9C
uni7D9E	U+7D9E
uni7DA0	U+7DA0
uni7DA2	U+7DA2
uni7DA3	U+7DA3
uni7DAB	U+7DAB
uni7DAC	U+7DAC
uni7DAD	U+7DAD
uni7DB0	U+7DB0
uni7DB1	U+7DB1
uni7DB2	U+7DB2
uni7DB4	U+7DB4
uni7DB5	U+7DB5
uni7DB8	U+7DB8
uni7DB9	U+7DB9
uni7DBA	U+7DBA
uni7DBB	U+7DBB
uni7DBD	U+7DBD
uni7DBE	U+7DBE
uni7DBF	U+7DBF
uni7DC7	U+7DC7
uni7DCA	U+7DCA
uni7DCB	U+7DCB
uni7DD2	U+7DD2
uni7DD8	U+7DD8
uni7DD9	U+7DD9
uni7DDA	U+7DDA
uni7DDD	U+7DDD
uni7DDE	U+7DDE
uni7DE0	U+7DE0
uni7DE1	U+7DE1
uni7DE3	U+7DE3
uni7DE8	U+7DE8
uni7DE9	U+7DE9
uni7DEC	U+7DEC
uni7DEF	U+7DEF
uni7DF2	U+7DF2
uni7DF4	U+7DF4
uni7DF9	U+7DF9
uni7DFB	U+7DFB
uni7E08	U+7E08
uni7E09	U+7E09
uni7E0A	U+7E0A
uni7E10	U+7E10
uni7E11	U+7E11
uni7E1B	U+7E1B
uni7E1D	U+7E1D
uni7E1E	U+7E1E
uni7E1F	U+7E1F
uni7E23	U+7E23
uni7E2B	U+7E2B
uni7E2E	U+7E2E
uni7E31	U+7E31
uni7E32	U+7E32
uni7E34	U+7E34
uni7E35	U+7E35
uni7E37	U+7E37
uni7E39	U+7E39
uni7E3D	U+7E3D
uni7E3E	U+7E3E
uni7E41	U+7E41
uni7E43	U+7E43
uni7E45	U+7E45
uni7E46	U+7E46
uni7E47	U+7E47
uni7E48	U+7E48
uni7E52	U+7E52
uni7E54	U+7E54
uni7E55	U+7E55
uni7E56	U+7E56
uni7E59	U+7E59
uni7E5A	U+7E5A
uni7E5E	U+7E5E
uni7E61	U+7E61
uni7E69	U+7E69
uni7E6A	U+7E6A
uni7E6B	U+7E6B
uni7E6D	U+7E6D
uni7E70	U+7E70
uni7E73	U+7E73
uni7E79	U+7E79
uni7E7B	U+7E7B
uni7E7C	U+7E7C
uni7E7D	U+7E7D
uni7E7E	U+7E7E
uni7E82	U+7E82
uni7E88	U+7E88
uni7E8C	U+7E8C
uni7E8D	U+7E8D
uni7E8F	U+7E8F
uni7E93	U+7E93
uni7E94	U+7E94
uni7E96	U+7E96
uni7E98	U+7E98
uni7E9B	U+7E9B
uni7E9C	U+7E9C
uni7F36	U+7F36
uni7F38	U+7F38
uni7F3A	U+7F3A
uni7F3D	U+7F3D
uni7F44	U+7F44
uni7F45	U+7F45
uni7F48	U+7F48
uni7F4C	U+7F4C
uni7F4D	U+7F4D
uni7F50	U+7F50
uni7F51	U+7F51
uni7F54	U+7F54
uni7F55	U+7F55
uni7F5F	U+7F5F
uni7F61	U+7F61
uni7F63	U+7F63
uni7F69	U+7F69
uni7F6A	U+7F6A
uni7F6B	U+7F6B
uni7F6E	U+7F6E
uni7F70	U+7F70
uni7F72	U+7F72
uni7F75	U+7F75
uni7F77	U+7F77
uni7F79	U+7F79
uni7F85	U+7F85
uni7F86	U+7F86
uni7F88	U+7F88
uni7F8A	U+7F8A
uni7F8B	U+7F8B
uni7F8C	U+7F8C
uni7F8E	U+7F8E
uni7F94	U+7F94
uni7F9A	U+7F9A
uni7F9E	U+7F9E
uni7FA1	U+7FA1
uni7FA4	U+7FA4
uni7FA5	U+7FA5
uni7FA7	U+7FA7
uni7FA8	U+7FA8
uni7FA9	U+7FA9
uni7FAF	U+7FAF
uni7FB0	U+7FB0
uni7FB2	U+7FB2
uni7FB6	U+7FB6
uni7FB8	U+7FB8
uni7FB9	U+7FB9
uni7FBD	U+7FBD
uni7FBF	U+7FBF
uni7FC1	U+7FC1
uni7FC5	U+7FC5
uni7FCA	U+7FCA
uni7FCC	U+7FCC
uni7FCE	U+7FCE
uni7FD2	U+7FD2
uni7FD4	U+7FD4
uni7FD5	U+7FD5
uni7FDF	U+7FDF
uni7FE0	U+7FE0
uni7FE1	U+7FE1
uni7FE6	U+7FE6
uni7FE9	U+7FE9
uni7FEB	U+7FEB
uni7FEC	U+7FEC
uni7FEE	U+7FEE
uni7FF0	U+7FF0
uni7FF1	U+7FF1
uni7FF3	U+7FF3
uni7FF9	U+7FF9
uni7FFB	U+7FFB
uni7FFC	U+7FFC
uni8000	U+8000
uni8001	U+8001
uni8003	U+8003
uni8004	U+8004
uni8005	U+8005
uni8006	U+8006
uni800B	U+800B
uni800C	U+800C
uni800D	U+800D
uni8010	U+8010
uni8011	U+8011
uni8012	U+8012
uni8015	U+8015
uni8017	U+8017
uni8018	U+8018
uni8019	U+8019
uni801C	U+801C
uni8026	U+8026
uni8028	U+8028
uni8033	U+8033
uni8036	U+8036
uni803D	U+803D
uni803F	U+803F
uni8046	U+8046
uni804A	U+804A
uni8052	U+8052
uni8056	U+8056
uni8058	U+8058
uni805A	U+805A
uni805E	U+805E
uni806F	U+806F
uni8070	U+8070
uni8071	U+8071
uni8072	U+8072
uni8073	U+8073
uni8075	U+8075
uni8076	U+8076
uni8077	U+8077
uni807D	U+807D
uni807E	U+807E
uni807F	U+807F
uni8084	U+8084
uni8085	U+8085
uni8086	U+8086
uni8087	U+8087
uni8089	U+8089
uni808B	U+808B
uni808C	U+808C
uni808F	U+808F
uni8093	U+8093
uni8096	U+8096
uni8098	U+8098
uni809A	U+809A
uni809B	U+809B
uni809D	U+809D
uni80A1	U+80A1
uni80A2	U+80A2
uni80A5	U+80A5
uni80A9	U+80A9
uni80AA	U+80AA
uni80AB	U+80AB
uni80AF	U+80AF
uni80B1	U+80B1
uni80B2	U+80B2
uni80B4	U+80B4
uni80BA	U+80BA
uni80BD	U+80BD
uni80C3	U+80C3
uni80C4	U+80C4
uni80C7	U+80C7
uni80CC	U+80CC
uni80CE	U+80CE
uni80D6	U+80D6
uni80D7	U+80D7
uni80DA	U+80DA
uni80DB	U+80DB
uni80DC	U+80DC
uni80DD	U+80DD
uni80DE	U+80DE
uni80E1	U+80E1
uni80E4	U+80E4
uni80E5	U+80E5
uni80ED	U+80ED
uni80EF	U+80EF
uni80F0	U+80F0
uni80F1	U+80F1
uni80F3	U+80F3
uni80F4	U+80F4
uni80F8	U+80F8
uni80FA	U+80FA
uni80FC	U+80FC
uni80FD	U+80FD
uni8102	U+8102
uni8105	U+8105
uni8106	U+8106
uni8108	U+8108
uni810A	U+810A
uni8116	U+8116
uni8118	U+8118
uni811B	U+811B
uni8123	U+8123
uni8129	U+8129
uni812B	U+812B
uni812F	U+812F
uni8130	U+8130
uni8139	U+8139
uni813E	U+813E
uni8146	U+8146
uni8148	U+8148
uni814A	U+814A
uni814B	U+814B
uni814C	U+814C
uni814E	U+814E
uni8150	U+8150
uni8151	U+8151
uni8153	U+8153
uni8154	U+8154
uni8155	U+8155
uni8165	U+8165
uni8166	U+8166
uni8169	U+8169
uni816B	U+816B
uni816E	U+816E
uni8170	U+8170
uni8171	U+8171
uni8173	U+8173
uni8174	U+8174
uni8178	U+8178
uni8179	U+8179
uni817A	U+817A
uni817F	U+817F
uni8180	U+8180
uni8182	U+8182
uni8188	U+8188
uni818A	U+818A
uni818F	U+818F
uni8195	U+8195
uni8198	U+8198
uni819A	U+819A
uni819B	U+819B
uni819C	U+819C
uni819D	U+819D
uni81A0	U+81A0
uni81A8	U+81A8
uni81A9	U+81A9
uni81B3	U+81B3
uni81BA	U+81BA
uni81BB	U+81BB
uni81BD	U+81BD
uni81BE	U+81BE
uni81BF	U+81BF
uni81C0	U+81C0
uni81C2	U+81C2
uni81C3	U+81C3
uni81C6	U+81C6
uni81C9	U+81C9
uni81CA	U+81CA
uni81CD	U+81CD
uni81CF	U+81CF
uni81D8	U+81D8
uni81DA	U+81DA
uni81DF	U+81DF
uni81E0	U+81E0
uni81E2	U+81E2
uni81E3	U+81E3
uni81E5	U+81E5
uni81E7	U+81E7
uni81E8	U+81E8
uni81EA	U+81EA
uni81EC	U+81EC
uni81ED	U+81ED
uni81F3	U+81F3
uni81F4	U+81F4
uni81FA	U+81FA
uni81FB	U+81FB
uni81FC	U+81FC
uni81FE	U+81FE
uni8200	U+8200
uni8202	U+8202
uni8205	U+8205
uni8207	U+8207
uni8208	U+8208
uni8209	U+8209
uni820A	U+820A
uni820C	U+820C
uni820D	U+820D
uni8210	U+8210
uni8212	U+8212
uni8214	U+8214
uni8216	U+8216
uni8218	U+8218
uni821B	U+821B
uni821C	U+821C
uni821E	U+821E
uni821F	U+821F
uni8222	U+8222
uni8228	U+8228
uni822A	U+822A
uni822B	U+822B
uni822C	U+822C
uni8235	U+8235
uni8236	U+8236
uni8237	U+8237
uni8239	U+8239
uni823A	U+823A
uni8247	U+8247
uni8249	U+8249
uni824B	U+824B
uni824F	U+824F
uni8258	U+8258
uni8259	U+8259
uni8266	U+8266
uni826E	U+826E
uni826F	U+826F
uni8271	U+8271
uni8272	U+8272
uni8277	U+8277
uni8278	U+8278
uni827E	U+827E
uni8283	U+8283
uni828A	U+828A
uni828B	U+828B
uni828D	U+828D
uni828E	U+828E
uni8292	U+8292
uni8298	U+8298
uni8299	U+8299
uni829B	U+829B
uni829D	U+829D
uni829F	U+829F
uni82A1	U+82A1
uni82A3	U+82A3
uni82A5	U+82A5
uni82A9	U+82A9
uni82AB	U+82AB
uni82AC	U+82AC
uni82AD	U+82AD
uni82AE	U+82AE
uni82AF	U+82AF
uni82B0	U+82B0
uni82B1	U+82B1
uni82B3	U+82B3
uni82B7	U+82B7
uni82B8	U+82B8
uni82B9	U+82B9
uni82BB	U+82BB
uni82BD	U+82BD
uni82BE	U+82BE
uni82D1	U+82D1
uni82D2	U+82D2
uni82D3	U+82D3
uni82D4	U+82D4
uni82D7	U+82D7
uni82D9	U+82D9
uni82DB	U+82DB
uni82DC	U+82DC
uni82DE	U+82DE
uni82DF	U+82DF
uni82E1	U+82E1
uni82E3	U+82E3
uni82E5	U+82E5
uni82E6	U+82E6
uni82E7	U+82E7
uni82EB	U+82EB
uni82EF	U+82EF
uni82F1	U+82F1
uni82F3	U+82F3
uni82F7	U+82F7
uni82F9	U+82F9
uni82FA	U+82FA
uni8301	U+8301
uni8302	U+8302
uni8303	U+8303
uni8304	U+8304
uni8305	U+8305
uni8306	U+8306
uni8309	U+8309
uni8317	U+8317
uni831C	U+831C
uni8328	U+8328
uni832B	U+832B
uni832C	U+832C
uni832D	U+832D
uni832F	U+832F
uni8331	U+8331
uni8332	U+8332
uni8334	U+8334
uni8335	U+8335
uni8336	U+8336
uni8338	U+8338
uni8339	U+8339
uni833C	U+833C
uni8340	U+8340
uni8343	U+8343
uni8347	U+8347
uni8349	U+8349
uni834A	U+834A
uni834F	U+834F
uni8350	U+8350
uni8352	U+8352
uni8354	U+8354
uni8356	U+8356
uni8373	U+8373
uni8377	U+8377
uni8378	U+8378
uni837B	U+837B
uni837C	U+837C
uni837D	U+837D
uni8386	U+8386
uni8389	U+8389
uni838A	U+838A
uni838E	U+838E
uni8392	U+8392
uni8393	U+8393
uni8396	U+8396
uni8398	U+8398
uni839E	U+839E
uni83A0	U+83A0
uni83A2	U+83A2
uni83A7	U+83A7
uni83A8	U+83A8
uni83A9	U+83A9
uni83AA	U+83AA
uni83AB	U+83AB
uni83BD	U+83BD
uni83BF	U+83BF
uni83C0	U+83C0
uni83C1	U+83C1
uni83C5	U+83C5
uni83C7	U+83C7
uni83C8	U+83C8
uni83CA	U+83CA
uni83CC	U+83CC
uni83D3	U+83D3
uni83D4	U+83D4
uni83D6	U+83D6
uni83D8	U+83D8
uni83DC	U+83DC
uni83DF	U+83DF
uni83E0	U+83E0
uni83E1	U+83E1
uni83E9	U+83E9
uni83EB	U+83EB
uni83EF	U+83EF
uni83F0	U+83F0
uni83F1	U+83F1
uni83F2	U+83F2
uni83F4	U+83F4
uni83F8	U+83F8
uni83FD	U+83FD
uni8401	U+8401
uni8403	U+8403
uni8404	U+8404
uni8407	U+8407
uni840A	U+840A
uni840B	U+840B
uni840C	U+840C
uni840D	U+840D
uni840E	U+840E
uni8418	U+8418
uni8423	U+8423
uni8429	U+8429
uni842C	U+842C
uni8431	U+8431
uni8435	U+8435
uni8438	U+8438
uni843C	U+843C
uni843D	U+843D
uni8446	U+8446
uni8449	U+8449
uni8457	U+8457
uni845A	U+845A
uni845B	U+845B
uni8461	U+8461
uni8463	U+8463
uni8466	U+8466
uni8469	U+8469
uni846B	U+846B
uni846C	U+846C
uni846D	U+846D
uni846F	U+846F
uni8471	U+8471
uni8473	U+8473
uni8475	U+8475
uni8476	U+8476
uni8477	U+8477
uni847A	U+847A
uni8482	U+8482
uni8490	U+8490
uni8494	U+8494
uni8499	U+8499
uni849C	U+849C
uni849E	U+849E
uni849F	U+849F
uni84A1	U+84A1
uni84A8	U+84A8
uni84AF	U+84AF
uni84B2	U+84B2
uni84B4	U+84B4
uni84B8	U+84B8
uni84B9	U+84B9
uni84BA	U+84BA
uni84BB	U+84BB
uni84BC	U+84BC
uni84BD	U+84BD
uni84BF	U+84BF
uni84C0	U+84C0
uni84C1	U+84C1
uni84C4	U+84C4
uni84C6	U+84C6
uni84C9	U+84C9
uni84CA	U+84CA
uni84CB	U+84CB
uni84CD	U+84CD
uni84D1	U+84D1
uni84D3	U+84D3
uni84D6	U+84D6
uni84EA	U+84EA
uni84EC	U+84EC
uni84EE	U+84EE
uni84F4	U+84F4
uni84FC	U+84FC
uni84FD	U+84FD
uni84FF	U+84FF
uni8506	U+8506
uni8511	U+8511
uni8513	U+8513
uni8514	U+8514
uni8517	U+8517
uni8518	U+8518
uni851A	U+851A
uni8521	U+8521
uni8523	U+8523
uni8525	U+8525
uni8526	U+8526
uni852B	U+852B
uni852C	U+852C
uni852D	U+852D
uni853B	U+853B
uni853D	U+853D
uni8541	U+8541
uni8543	U+8543
uni8548	U+8548
uni8549	U+8549
uni854A	U+854A
uni854E	U+854E
uni8559	U+8559
uni855E	U+855E
uni8564	U+8564
uni8568	U+8568
uni8569	U+8569
uni856A	U+856A
uni856D	U+856D
uni857E	U+857E
uni8584	U+8584
uni8587	U+8587
uni8588	U+8588
uni858A	U+858A
uni858F	U+858F
uni8591	U+8591
uni8594	U+8594
uni8599	U+8599
uni859B	U+859B
uni859C	U+859C
uni85A4	U+85A4
uni85A6	U+85A6
uni85A8	U+85A8
uni85A9	U+85A9
uni85AA	U+85AA
uni85AF	U+85AF
uni85B0	U+85B0
uni85B9	U+85B9
uni85BA	U+85BA
uni85C9	U+85C9
uni85CD	U+85CD
uni85CF	U+85CF
uni85D0	U+85D0
uni85D5	U+85D5
uni85DC	U+85DC
uni85DD	U+85DD
uni85E4	U+85E4
uni85E5	U+85E5
uni85E9	U+85E9
uni85EA	U+85EA
uni85F7	U+85F7
uni85F9	U+85F9
uni85FA	U+85FA
uni85FB	U+85FB
uni85FF	U+85FF
uni8605	U+8605
uni8606	U+8606
uni8607	U+8607
uni860A	U+860A
uni860B	U+860B
uni8611	U+8611
uni8617	U+8617
uni861A	U+861A
uni8622	U+8622
uni862D	U+862D
uni8638	U+8638
uni863F	U+863F
uni864E	U+864E
uni8650	U+8650
uni8654	U+8654
uni8655	U+8655
uni865B	U+865B
uni865C	U+865C
uni865E	U+865E
uni865F	U+865F
uni8667	U+8667
uni866B	U+866B
uni866F	U+866F
uni8671	U+8671
uni8679	U+8679
uni867A	U+867A
uni867B	U+867B
uni868A	U+868A
uni868B	U+868B
uni868C	U+868C
uni8693	U+8693
uni8695	U+8695
uni869C	U+869C
uni86A3	U+86A3
uni86A4	U+86A4
uni86A9	U+86A9
uni86AA	U+86AA
uni86AF	U+86AF
uni86B0	U+86B0
uni86B1	U+86B1
uni86B5	U+86B5
uni86B6	U+86B6
uni86BA	U+86BA
uni86C0	U+86C0
uni86C4	U+86C4
uni86C6	U+86C6
uni86C7	U+86C7
uni86C9	U+86C9
uni86CB	U+86CB
uni86D0	U+86D0
uni86D4	U+86D4
uni86D9	U+86D9
uni86DB	U+86DB
uni86DE	U+86DE
uni86DF	U+86DF
uni86E4	U+86E4
uni86ED	U+86ED
uni86F8	U+86F8
uni86F9	U+86F9
uni86FB	U+86FB
uni86FE	U+86FE
uni8700	U+8700
uni8702	U+8702
uni8703	U+8703
uni8706	U+8706
uni8707	U+8707
uni8708	U+8708
uni8709	U+8709
uni870A	U+870A
uni870D	U+870D
uni8712	U+8712
uni8713	U+8713
uni8718	U+8718
uni871A	U+871A
uni871C	U+871C
uni8721	U+8721
uni8722	U+8722
uni8725	U+8725
uni8729	U+8729
uni8734	U+8734
uni8737	U+8737
uni873B	U+873B
uni873F	U+873F
uni874C	U+874C
uni874E	U+874E
uni8753	U+8753
uni8755	U+8755
uni8757	U+8757
uni8759	U+8759
uni875F	U+875F
uni8760	U+8760
uni8763	U+8763
uni8766	U+8766
uni8768	U+8768
uni876E	U+876E
uni8774	U+8774
